progress	description	description_ES	actions
0	Trial and Error	Acusado por Error	
10	Adaon just learned that his uncle Bagadar has been imprisoned in the Port Malan Prison. While he says otherwise, maybe Adaon would like to go and try to help him out.	Adaon ha averiguado que su tio Bagadar ha sido encerrado en la carcel de Port Malan. Aunque dice lo contrario, quizá Adaon quiere ir allí para ayudarle.	
20	"Bagadar sold a treasure map to a young noble called Sir Aramas, which disappeared shortly after. The authorities believe Bagadar sent him into an ambush; he was already found guilty. To save him we need to find some evidence; we should follow the steps of Sir Adamas deep into Korne Forest."	"Bagadar vendió un mapa del tesoro a un joven noble llamado Sir Aramas que desapareció poco después. Las autoridades sospechan que Bagadar le envió a una emboscada; por desgracia ya le han condenado y necesitaría pruebas para liberarle. Deberíamos seguir los pasos de Sir Aramas hacia el bosque de Korne."	
30	The ursans in Heart of Korne keep several prisoners, maybe Sir Aramas is there or they have a clue on his whereabouts.	Los ursans del Corazón de Korne tienen a varios prisioneros. Quizá entre ellos esté Sir Aramas, o sepan qué fue de él.	
40	The prisoners told me Sir Aramas escaped and ventured into the sanctuary of the Ursans, a place they believe was built by their ancestors. There's some hidden mechanism in the walls of the Throne Room which opens the access to this sanctuary.	Los prisioneros me han dicho que Sir Aramas escapó y se adentró en el santuario de los Ursans, unas ruinas que ellos créen que construyeron sus antepasados. El acceso se abre desde un mecanismo secreto en la sala del trono.	
50	I opened the gate to the sanctuary of the ursans in Eastern Korne. I hope I can find Sir Aramas there, or at least some evidence of Bagadar's innocence.	He abierto la puerta al santuario de los ursans en Korne Este. Espero poder encontrar allí a Sir Aramas o alguna prueba de la inocencia de Bagadar.	
60	We entered the place called 'sanctuary' by the ursans, which is clearly some an Imperial building in ruins. There's no apparent way out!  I hope I can some evidence of Bagadar's innocence.	Lo que los Ursan llaman 'santuario' es claramente algún tipo de edificio Imperial, y estamos atrapados dentro. Espero poder encontrar allí a Sir Aramas o alguna prueba de la inocencia de Bagadar.	
80	I found the remains and the journal of Sir Aramas, I should take this quickly to the Governor of the prison, in Western Korne, near Port Malan.	encontré los restos y el diario de Sir Aramas, debería llevárselos rápidamente al Alcaide de la prisión, en Korne Oeste, cerca de Port Malan.	
90	The governor was convinced of the innocence of Bagadar and agreed to set him free. We should go and tell Bagadar the happy news.	El Alcaide se ha convencido de la inocencia de Bagadar. Deberíamos hablar con él y darle las buenas noticias.	
100	We saved Bagadar from the false accusations, but Adaon decided to leave behind his criminal past.	Salvamos a Bagadar de las acusaciones falsas, pero Adaon decidió dejar atrás su pasado criminal.	
