progress	description	description_ES	actions
0	Последний Заезд	po	
10	Я встретил Доминика, который собрался мстить за убитого друга, я согласился ему помочь. Я должен встетиться с ним ночью в Рёнайской равнине.	po.	
20	Доминик устроил разборку с враждебной бандой, я должен помочь ему одолеть их.	po.	
25	Я помог Доминику разобраться с враждебной бандой и стражей, теперь надо с ним поговорить.	po.	
30	Доминик предложил встретиться с ним в Ламисе, чтобы отблагодарить меня за помощь.	po.	
35	Доминик сообщил, что убили его девушку и он собрался мстить за неё, я согласился ему помочь. Я должен встетиться с ним возле Сидаруна.	po.	
37	Доминик устроил разборку с бандой работорговцев, я должен помочь ему одолеть их.	po.	
40	Я помог Доминику разобраться с бандой работорговцев и освободить рабов, теперь надо с ним поговорить.	po.	
42	Доминик предложил встретиться с ним возле Кингсбриджа, чтобы отблагодарить меня за помощь.	po.	
45	На меня и Доминика напали неизвестные, я должен их одолеть.	po.	
47	Я разобрался с неизвестными напавшими, теперь надо поговорить насчёт этого с Домиником.	po.	
50	За Домиником охотится тайная стража, я согласился помочь ему избавиться от них. Я должен встетиться с ним на мосту рядом с замком Сторм.	po.	
52	Доминик устроил засаду на отряд тайной стражи, я должен помочь ему одолеть их.	po.	
55	Я помог Доминику победить Дуана "Гору" и его отряд, теперь надо с ним поговорить.	po.	
57	Доминик предложил встретиться с ним возле Ланнегера, чтобы отблагодарить меня за помощь.	po.	
60	Дуан "Гора" сообщил Доминику, что его девушка жива, и попросил вернуть похищенный артефакт "Глаз Тола 2.0", я согласился помочь Доминику разобраться с этим. Я должен встетиться с ним во Фригульде.	po.	
62	Доминик и его друзья устроили разборки во Фригульде, я должен найти и поговорить с ним.	po.	
65	Я должен найти артефакт "Глаз Тола 2.0" в подвале особняка губернатора Фригульда.	po.	
67	Я нашёл артефакт "Глаз Тола 2.0", теперь необходимо вернуть его Дуану "Горе" в Ланнегере.	po.	
70	За друзьями Доминика охотится какой-то маньяк, я согласился помочь ему найти и избавиться от него. Я должен встетиться с ним в Нью-Гаранде.	po.	
72	Дуан "Гора" сообщил Доминику, что маньяком является Главный философ и его можно найти во Фритауне, я согласился помочь Доминику разобраться с ним. Я должен встетиться с ним во Фритауне.	po.	
75	Главный философ и его банда устроили беспорядки во Фритауне, я должен найти Доминика и поговорить с ним.	po.	
77	Доминик устроил драку с Главным философом, я должен помочь ему одолеть его.	po.	
80	Я помог Доминику разобраться с Главным философом, теперь надо с ним поговорить.	po.	
82	Доминик предложил встретиться с ним в Нью-Гаранде, чтобы отблагодарить меня за помощь.	po.	
85	Какой-то псих по имени Дурант и его сообщники похитили сына Доминика, я согласился помочь ему вернуть его. Я должен встетиться с ним в убежище Дуранта в Восточном Корне.	po.	
87	Я проник в убежище Дуранта, теперь нужно найти Доминика и поговорить с ним.	po.	
90	Я должен найти сына Доминика.	po.	
92	Младший брат Доминика отправился на поиски сына Доминика, я должен найти и победить Дуранта.	po.	
95	Я одолел Злую ведьму, теперь путь к Дуранту открыт.	po.	
97	Я должен помочь Доминику одолеть Дуранта.	po.	
98	Я помог Доминику разобраться с Дурантом, теперь надо с ним поговорить.	po.	
100	Доминик погиб или выжил, но я помог ему победить его врагов.	po.	
110	Я встретил Доминика, который собрался мстить за убитого друга, я отказался ему помогать.	po.	
120	Я очень сильно разозлил Доминика.	po.	
