progress	description	description_ES	actions
0	Королевство Грехов	po	
10	На дороге между Нью-Гарадом и Кингбриджем я натолкнулся на рассорившихся бандита и девушку, я решил заступиться за бандита.	po.	
12	Бандит предложил мне поработать на его банду, я должен поговорить с их боссом.	po.	
15	Босс Рикман договорился насчёт переговоров с бандой блудниц в предместьи Нью-Гаранда, я должен проследить, чтоб они прошли спокойно.	po.	
17	Переговоры пошли не по плану, я должен защитить Винса и разобраться с блудницами.	po.	
20	Переговоры пошли не по плану, я должен сообщить об этом боссу Рикману.	po.	
25	Банда блудниц напала на склад бандитов, находящийся на севере реки Блюмист, я должен его защитит.	po.	
30	Мне удалось защитить склад бандитов, я должен сообщить об этом боссу.	po.	
35	Я должен устранить начальницу банды блудниц, чьё логово находится у горы Сторм.	po.	
40	Мне удалось убить начальницу банды блудниц, я должен сообщить об этом боссу.	po.	
45	Мне удалось защитить склад бандитов и взять пленника, теперь необходимо поговорить с боссом Рикманом о дальнейших планах.	po.	
50	На дороге между Нью-Гарадом и Кингбриджем я натолкнулся на рассорившихся бандита и девушку, я решил заступиться за девушку.	po.	
52	На дороге между Нью-Гарадом и Кингбриджем я натолкнулся на рассорившихся бандита и девушку, я помог девушке откупиться от бандита.	po.	
55	Девушка, которой я помог, привела меня к вратам, где я был оглушен и оказался запертым в клетке. Надо найти способ, как выбраться на свободу.	po.	
60	Госпожа Филиппа сообщила, что бандиты договорились насчёт переговоров с ней в предместьи Нью-Гаранда, я должен помочь расправиться с бандитами, прибудущими на встречу.	po.	
62	Я должен помочь Агнесс расправиться с бандитами.	po.	
65	Я помог убить бандитов, пришедших на переговоры, я должен сообщить об этом госпоже Филиппе.	po.	
70	Бандиты похители несколько девушек, работающих на госпожу, логово похитителей находится рядом с Кингсбриджем, я должен их освободить.	po.	
72	Мне удалось освободить похищенных девушек, я должен сообщить об этом госпоже Филиппе.	po.	
75	Я должен устранить босса банды, чьё логово находится у Рёнайса.	po.	
77	Мне удалось убить босса банды, я должен сообщить об этом госпоже Филиппе.	po.	
80	Госпожа Филиппа сообщила, что бандиты договорились насчёт переговоров с ней в предместьи Нью-Гаранда, я должен уладить их разногласия.	po.	
82	Я договорился насчёт личной встречи с боссом бандитов, я должен сообщить об этом госпоже Филиппе.	po.	
85	Неизвестные похители несколько девушек, работающих на госпожу, логово похитителей находится рядом с Кингсбриджем, я должен их освободить.	po.	
87	Мне удалось освободить похищенных девушек, я должен сообщить об этом госпоже Филиппе в Нью-Гаранде.	po.	
89	На госпожу Филиппу напали, я должен её защитить!	po.	
90	Я разобрался с напавшими на госпожу Филиппу, теперь необходимо с ней поговорить.	po.	
91	Я должен поговорить с боссом бандитов, насчёт оказании ему помощи.	po.	
92	Неизвестные напали на склад бандитов, находящийся на севере реки Блюмист, я должен его защитит.	po.	
93	Я должен передать сообщение от босса Рикмана госпоже Филиппе.	po.	
95	Я должен встретиться с боссом Рикманом и Агнесс ночью в Нью-Гаранде.	po.	
96	Я вместе с Рикманом и Агнесс должен добраться до барона Интерпрайса и убить его.	po.	
97	Я должен убить монстра, в которого превратился барон Интерпрайс.	po.	
98	Я должен вернуться в убежище госпожи Филиппы, чтобы получить награду.	po.	
100	Я помог госпоже Филиппе расправиться с её врагом.	po.	
110	Я помог боссу Рикману расправиться с его врагом.	po.	
120	Я помог госпоже Филиппе и боссу Рикману расправиться с бароном Интерпрайсом, пытавшийся стравить их друг с другом.	po.	
