progress	description	description_ES	actions
0	The Ark of Lothasan	El Arca de Lothasan	
10	Tremadan's ghostly figure mentioned the 'Ark of Lothasan' as the location of the secret base of the Forsaken where they're trying to open the Deep Gate. He also said he'd be doing research in the library to learn its exact location. He will call me when he finds out the location.	"La imagen fantasmal de Tremadan mencionó el 'Arca de Lothasan' como el lugar en el que los Olvidados tienen su escondite. Posiblemente allí tienen a Amarisa, y están abriendo la Puerta Profunda; la Imágen de Tremadan investigará en la Biblioteca y me llamará cuando averigue la localización."	
15	I received a magical message calling me back to Tremadan's Tower. Apparently the location of the Ark of Lothasan has been found!	He recibido un mensaje mágico llamándome a regresar a la Torre de Tremadan. Al parecer ya hemos averiguado la localización del Arca!	
20	I learned the location of the mythical wrecked vessel of the Muud'ari. It lies somewhere in the Ashen Cape, a cursed volcanic land avoided by everyone for centuries. I should try to find someone that knows how to get there.	He averiguado la ubicación del mítico barco naufragado de los Muud'ari. Está en algún lugar del Cabo de Cenizas, una tierra volcánica maldita que todos evitan desde hace siglos. Debería buscar a alguien que sepa cómo llegar allí.	
30	I learned the location of the mythical wrecked vessel of the Muud'ari. It lies somewhere in the Ashen Cape, a cursed volcanic land avoided by everyone for centuries. Captain Dorse refuses to take me there, but at least he agreed to ferry me to the south. From the Dragon Coast I might find a way to the cape.	"He averiguado la ubicación del mítico barco naufragado de los Muud'ari. Está en algún lugar del Cabo de Cenizas, una tierra volcánica maldita que todos evitan desde hace siglos. El Capitán dorse se niega a llevarme allí, per ha accedido a transportarme en su barca al sur; desde la Costa del Dragón podría encontrar un camino hasta el Cabo."	
40	I found the Ark. It is a very strange ship, and it was not on the coast but on top of a volcano. Could the legends be true? could this ship be able to traverse the skies? Now I must find Amarisa and also stop the Magister from opening the Deep Gate.	Encontré el Arca. Es un extraño barco, y no estaba en la costa, sino en lo alto de un volcán. ¿Serán ciertas las leyendas? ¿Podía el Arca surcar los cielos? Ahora debo encontrar a Amarisa y evitar que el Maestro active la Puerta Profunda.	
45	I have read about a spirit known as The Oracle, said to inhabit somewhere in the Ark. Wise and powerful, the Forsaken fear that it could thwart their plans and are trying to locate it. However they  have been unable to find it yet.	He leido acerca de un espíritu conocido como El Oráculo, que está en algún lugar del Arca. Sabio y poderoso, podría poner en peligro los planes de Los Olvidados, por lo que le buscan pero no le han hallado todavía.	
50	The Oracle says I need to venture downstairs into the ship and find something called 'Emergency Reactor' and activate it. That will allow him to detach and launch part of the Ark into the skies, bringing the Deep Gate with it away from Varannar. It sounds like the best possible plan at this point.	El Oráculo dice que debo adentrarme en las profundidades del Arca para encontrar algo llamado Reactor de Emergencia, y activarlo.  Deese modo podrá lanzar hacia los cielos una parte del Arca, llevando la Puerta consigo, lejos de Varannar. Suena como el mejor plan posible llegados a este punto.	
60	I started the Emergency Reactor of the Ark. I should run back to the Oracle now.	He activado el Reactor de Emergencia del Arca. Debería regresar al Oráculo.	
70	I must retrieve an item called 'Control Module' and insert it in the Main Computer of the Command Bridge. Probably the module is in the hands of the Forsaken. As soon as this is done, the Oracle will send the Gate into the stars.	Debo obtener un objeto llamado 'Módulo de Control' e insertarlo en el Ordenador Principal, en el Puente de Mando. Seguramente el módulo está en poder de los Olvidados. Una vez lo haga, el Oráculo podrá deshacerse de la Puerta, enviándola a las estrellas.	
