progress	description	description_ES	actions
0	Those in Need	Los Más Necesitados	
10	The village elder in Storme has mentioned that there's a nasty group of bandits plundering them. They're probably not very far away.	El anciano de la aldea en Storme me ha dicho que un grupo de bandidos les saquea constantemente. Seguramente no andan muy lejos.	
15	The village elder in Storme has mentioned that there's a nasty group of bandits plundering them. They're probably not very far away. I promised I wouldn't just go and attack them, and instead will try to solve this peacefully.	El anciano de la aldea en Storme me ha dicho que un grupo de bandidos les saquea constantemente. Seguramente no andan muy lejos. Le he prometido que intentaría resolver esto de forma pacífica, sin causar aun más problemas.	
20	I found the bandit leader, Raegar, and I confronted him about the banditry.	He encontrado al líder de los bandidos, Raegar, y le he pedido explicaciones sobre el pillaje a la aldea.	
25	I fought the bandits in Storme, hopefully they'll now leave the villagers alone.	He luchado con los bandidos de Storme. Espero que así se resuelva el problema.	
30	I killed the bandits, I will now go back and report to the elder in Storme.	He acabado con los bandidos. Voy a regresar e informar al anciano en Storme.	
40	The bandits told me an interesting tale. They're war veterans, but now turned into hungry vagabonds. Maybe I can try to talk the village elder into a solution.	Los bandidos me han contado una historia interesante. Son veteranos de guerra, que han acabado como vagabundos hambrientos. Quizá pueda hablar con el anciano del pruebl en Storme para convencerle de hacer un trato.	
50	I intimidated the bandits in Storme, and they left, hopefully forever. I will now go back and report to the elder in the village.	He intimidado a los bandidos en Storme, y han huido, espero que para siempre. Voy a regresar e informar al anciano en la aldea.	
70	I tried to convince the Storme village elder to accept the veterans, but he refused. I can try to go and scare them away or kill them, or simply forget about all this matter.	He intentado convencer al anciano en la aldea de Storme para que acepte a los veteranos, pero no hay manera. Puedo echarles de aquí o acabar con ellos, o símplemente olvidarme del asunto.	
90	I convinced the Storme village elder to accept the war vetarans in the village. I should now go and tell their leader, Raegar, about this.	He convencido al anciano de la aldea en Storme de que acepte a los veteranos de guerra en el pueblo. Debería decírselo a su líder, Raegar.	
100	I removed the bandits that were plundering the Storme village.	Expulsé a los bandidos que estaban saqueando la aldea en Storme.	
110	I decided to negotiate a deal between the villagers and the outlaws, as they were really just a hungry band of veteran soldiers. I think it is the best solution for everyone.	He decidido negociar un trato entre los aldeanos y los bandidos, que en realidad eran veteranos de guerra hambrientos. Creo que es lo mejor para todos.	
200	I intimidated the villagers in Storme and they gave me money and pelts. Look at me, I'm a real bandit!	He intimidado a los campesinos en Storme, y me dieron oro y pieles. ¡Mírame, soy un auténtico bandido!	
210	I failed to help the villagers in Storme to deal with the bandits.	He fracasado al intentar ayudar a los aldeanos de Storme a enfrentarse a los bandidos.	
