progress	description	description_ES	actions
0	Last of the Legion	Los Últimos de la Legión	
10	While most of the mercian Ninth Legion has left, many men still remain stuck in a fort in the Varann Woodland, south of the Elder Forest. Centurion Hyartis has asked for my help.	Si bien la mayor parte de la Novena Legión de Mercia se ha marchado, muchos hombres todavía permanecen atrapados en un fuerte en la Arboleda Varann, al sur del Bosque Anciano. El centurión Hyartis ha pedido mi ayuda.	
15	"While most of the mercian Ninth Legion has left, many men still remain stuck in a fort in the Varann Woodland, south of the Elder Forest. Centurion Hyartis has asked for my help; he has confessed he indeed does not see the natives as enemies, so maybe a peaceful solution should be better."	Si bien la mayor parte de la Novena Legión de Mercia se ha marchado, muchos hombres todavía permanecen atrapados en un fuerte en la Arboleda Varann, al sur del Bosque Anciano. El centurión Hyartis ha pedido mi ayuda. Me ha confesado que de hecho no ve a los nativos como enemigos, por lo que tal vez una solución pacífica debería ser mejor.	
20	I attacked Hunting Moon, the Varannari war leader in Elder Forest.	Ataqué a Luna Cazadora, la líder de guerra Varannari en el Bosque Anciano.	
30	I killed Hunting Moon, the Varannari war leader, and most of the natives in elder Forest will fall into chaos for a while. I should tell Centurion Hyartis that he can now retreat safely from Varann Woodlands.	Maté a Luna Cazadora, el líder de la guerra Varannari, y la mayoría de los nativos del Bosque Anciano estarán ahora a la defensiva. Debo decirle al centurión Hyartis que ahora puede retirarse a salvo de Arboleda Varann.	
40	I convinced the Varannari leaders that the Mercian soldiers in Varann Woodlands should be allowed to retreat safely. They demanded a tribute, one hundred wolf pelts! That's a lot of pelts, I hope I don't have to hunt for them myself.	Convencí a los líderes Varannari de que los soldados en la Arboleda Varann deberían poder retirarse sin peligro. ¡Exigieron un tributo, cien pieles de lobo! Son muchas pieles, espero no tener que cazarlas yo mismo.	
50	I convinced Hunting Moon that the Mercian soldiers in Varann Woodlands should be allowed to retreat safely. They accepted a tribute and agreed to let them go.	Convencí a Luna Cazadora de que los soldados en la Arboleda Varann deberían poder retirarse sin peligro. Aceptaron un tributo y les dejarán marchar.	
60	I came up with an idea... Maybe the mercians could remain in the Varann Woodlands instead of returning to Freetown or deserting. The Varannari Hunting Moon was reluctant but she trusted my judgment. The catch is that she demands their 'Clan Leader' to marry her, as a guarantee.	Se me ocurrió una idea ... Quizás los soldados podrían quedarse en la Arboleda Varann en lugar de regresar a Freetown o desertar. Luna Cazadora se mostraba reacia, pero confió en mi juicio. El problema es que quiere que su 'líder del clan' se case con ella como garantía.	
70	I agreed with the Varannari that the invaders in Varann Woodlands must be exterminated. I will attack their chief from the inside, and as soon as the fighting begins the Varannari will launch their assault.	Estuve de acuerdo con los Varannari en que los invasores de Arboleda Varann debían ser exterminados. Atacaré a su jefe desde el interior, y tan pronto como comience la lucha, los Varannari lanzarán su asalto.	
80	I attacked Centurion Hyartis, together with the Varannari we should get rid of the Mercians in the region.	Ataqué al centurión Hyartis, junto con los Varannari deberíamos deshacernos de los mercianos en la región.	
90	I killed Centurion Hyartis. Hunting Moon, the Varannari warrior may reward me.	Maté al centurión Hyartis. Luna Cazadora, la guerrero Varannari puede recompensarme.	
100	I helped the Varannari to get rid of the Mercian soldiers in Varann Woodlands.	Ayudé a los Varannari a librarse de los soldados mercianos en Arboleda Varann.	
110	I helped the Mercians to retreat from Varann Woodlands.	Ayudé a los mercianos a retirarse de la Arboleda de Varann.	
120	The Varannari and the Mercians in the Varann Woodlands have become allies, thanks to my negotiation skills.	Los Varannari y los mercianos de la Arboleda de Varann se han convertido en aliados gracias a mis habilidades de negociación.	
